query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
микрозайм займ,микрозайм займ,микрозайм займ,804,1175,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
взять микрозайм на карту срочно без отказа,взять микрозайм на карту срочно без отказа,взять микрозайм на карту срочно без отказа,804,1001,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
микрозайм 100 одобрение,микрозайм 100 одобрение,микрозайм 100 одобрение,803,930,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microloan;loan",Формулировку использовать аккуратно.
мфо через госуслуги,мфо через госуслуги,мфо через госуслуги,803,742,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi/,Займы через Госуслуги,commercial,medium,"gosuslugi;mfo",
что будет если не платить микрозаймы,что будет если не платить микрозаймы,что будет если не платить микрозаймы,801,977,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,informational,,,,separate,"microloan;loan",Информационный/юридический/долговой запрос. Не смешивать с коммерческими алиасами.
взять займ по телефону на карту,взять займ по телефону на карту,взять займ по телефону на карту,799,748,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"onCard;loan",
взять микрозайм онлайн без отказа,взять микрозайм онлайн без отказа,взять микрозайм онлайн без отказа,798,942,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"online;noRefusal;microloan;loan",Формулировку использовать аккуратно.
подбор микрозаймов,подбор микрозаймов,подбор микрозаймов,798,522,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
онлайн микрокредит,онлайн микрокредит,онлайн микрокредит,796,1081,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
микрозайм без отказа срочно,микрозайм без отказа срочно,микрозайм без отказа срочно,796,895,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;instant;microloan;loan",Формулировку использовать аккуратно.
микрозайм на карту через госуслуги t_me_top_zaim24,микрозайм на карту через госуслуги t_me_top_zaim24,микрозайм на карту через госуслуги t_me_top_zaim24,793,405,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;gosuslugi;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
займы через госуслуги онлайн на карту без звонков,займы через госуслуги онлайн на карту без звонков,займы через госуслуги онлайн на карту без звонков,792,708,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi-na-kartu/,Займы через Госуслуги на карту,commercial:compound,medium,"online;onCard;noPhone;gosuslugi;loan",
кредит под залог автомобиля онлайн на карту,кредит под залог автомобиля онлайн на карту,кредит под залог автомобиля онлайн на карту,791,966,HIGH,HIGH,zaim,zaim:AdditionalQueries,page,/zaimy/pod-zalog-avto/,Займы под залог автомобиля,commercial,medium,"online;onCard;collateralAuto",
где взять микрозайм без отказа на карту,где взять микрозайм без отказа на карту,где взять микрозайм без отказа на карту,789,983,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
взять микрозайм без процентов,взять микрозайм без процентов,взять микрозайм без процентов,788,1091,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/bez-procentov/,Займы без процентов,commercial,high,"noInterest;microloan;loan",
микрозайм на карту срочно без проверки,микрозайм на карту срочно без проверки,микрозайм на карту срочно без проверки,786,560,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"onCard;instant;noChecks;microloan;loan","Нужна осторожная формулировка, без обещаний."
микрозайм 1530705 0.2% до 0.5%,микрозайм 1530705 0.2% до 0.5%,микрозайм 1530705 0.2% до 0.5%,784,799,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
займы по госуслугам,займы по госуслугам,займы по госуслугам,784,730,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi/,Займы через Госуслуги,commercial,medium,"gosuslugi;loan",
взять займ на карту через госуслуги онлайн,взять займ на карту через госуслуги онлайн,взять займ на карту через госуслуги онлайн,784,718,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi-na-kartu/,Займы через Госуслуги на карту,commercial:compound,medium,"online;onCard;gosuslugi;loan",
занять деньги на карту,занять деньги на карту,занять деньги на карту,779,991,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
микрозайм на карту круглосуточно без отказа,микрозайм на карту круглосуточно без отказа,микрозайм на карту круглосуточно без отказа,779,939,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;roundClock;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
займ без процентов через госуслуги,займ без процентов через госуслуги,займ без процентов через госуслуги,777,781,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi/,Займы через Госуслуги,commercial,medium,"noInterest;gosuslugi;loan",
микрозайм онлайн на карту срочно без отказа,микрозайм онлайн на карту срочно без отказа,микрозайм онлайн на карту срочно без отказа,776,867,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
взять микрозайм онлайн на банковскую карту,взять микрозайм онлайн на банковскую карту,взять микрозайм онлайн на банковскую карту,775,1499,HIGH,HIGH,microzaim,microzaim:Queries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;microloan;loan",
микрозайм на карту без отказов мгновенно,микрозайм на карту без отказов мгновенно,микрозайм на карту без отказов мгновенно,768,887,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
микрозайм zanimator25$,микрозайм zanimator25$,микрозайм zanimator25$,767,878,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозайм без отказа без проверки мгновенно онлайн,микрозайм без отказа без проверки мгновенно онлайн,микрозайм без отказа без проверки мгновенно онлайн,761,830,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/bez-proverok/,Займы без проверок,commercial,medium,"online;noRefusal;instant;noChecks;microloan;loan",Нужна осторожная формулировка.
микрозайм на карту всем,микрозайм на карту всем,микрозайм на карту всем,761,535,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
список всех мфо,список всех мфо,список всех мфо,760,1101,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
оформить микрозайм по телефону,оформить микрозайм по телефону,оформить микрозайм по телефону,759,910,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
быстро деньги на карту без отказа,быстро деньги на карту без отказа,быстро деньги на карту без отказа,759,711,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;instant",Неочевидная релевантность к займам.
микрозайм с плохой кредитной историей на карту,микрозайм с плохой кредитной историей на карту,микрозайм с плохой кредитной историей на карту,758,811,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu-s-plohoy-kreditnoy-istoriey/,Займы на карту с плохой кредитной историей,commercial:compound,high,"onCard;badCredit;microloan;loan",
взять микрозайм по паспорту,взять микрозайм по паспорту,взять микрозайм по паспорту,756,1026,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/po-pasportu/,Займы по паспорту,commercial,medium,"noDocs;passport;microloan;loan",
взять срочно микрозайм на карту без отказа,взять срочно микрозайм на карту без отказа,взять срочно микрозайм на карту без отказа,754,862,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
микрокредит онлайн на карту срочно без отказа,микрокредит онлайн на карту срочно без отказа,микрокредит онлайн на карту срочно без отказа,753,868,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microcredit",Формулировку 'без отказа' использовать аккуратно.
рефинансирование микрозаймов вам одобрено,рефинансирование микрозаймов вам одобрено,рефинансирование микрозаймов вам одобрено,750,755,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
взять срочный займ на карту без отказа,взять срочный займ на карту без отказа,взять срочный займ на карту без отказа,748,945,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;loan",Формулировку 'без отказа' использовать аккуратно.
микрокредит онлайн на карту без отказа t_me_top_zaim24,микрокредит онлайн на карту без отказа t_me_top_zaim24,микрокредит онлайн на карту без отказа t_me_top_zaim24,744,377,LOW,LOW,microcredit,microcredit:Queries,noise,,,,exclude,"online;onCard;noRefusal;microcredit","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
первые займы без процентов на карту онлайн,первые займы без процентов на карту онлайн,первые займы без процентов на карту онлайн,740,965,LOW,LOW,microcredit,microcredit:AdditionalQueries,page,/zaimy/na-kartu-bez-procentov/,Займы на карту без процентов,commercial:compound,high,"online;onCard;noInterest;loan",
микрозайм через госуслуги онлайн на карту,микрозайм через госуслуги онлайн на карту,микрозайм через госуслуги онлайн на карту,740,662,AVERAGE,AVERAGE,"microcredit;microzaim;zaim","microcredit:AdditionalQueries;microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/cherez-gosuslugi-na-kartu/,Займы через Госуслуги на карту,commercial:compound,medium,"online;onCard;gosuslugi;microloan;loan",
микрозайм оформить,микрозайм оформить,микрозайм оформить,738,1204,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
рефинансирование микрокредитов,рефинансирование микрокредитов,рефинансирование микрокредитов,738,772,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
кредит онлайн на карту до 15000,кредит онлайн на карту до 15000,кредит онлайн на карту до 15000,738,485,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;amount:5000",Неочевидная релевантность к займам.
микрозайм взять быстро,микрозайм взять быстро,микрозайм взять быстро,735,1027,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/srochno/,Срочные займы,commercial,high,"instant;microloan;loan",
микрозайм онлайн на банковскую карту,микрозайм онлайн на банковскую карту,микрозайм онлайн на банковскую карту,735,790,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/na-kartu/,Займы на карту,commercial,high,"online;onCard;microloan;loan",
список займов на карту мгновенно,список займов на карту мгновенно,список займов на карту мгновенно,735,596,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;instant;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозайм на карту по телефону,микрозайм на карту по телефону,микрозайм на карту по телефону,732,576,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"onCard;microloan;loan",
микрозайм быстро без отказа,микрозайм быстро без отказа,микрозайм быстро без отказа,725,733,LOW,LOW,"microzaim;zaim","microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;instant;microloan;loan",Формулировку использовать аккуратно.
микрозайм на карту отказов,микрозайм на карту отказов,микрозайм на карту отказов,722,914,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu/,Займы на карту,commercial,high,"onCard;microloan;loan",
микрозайм без процентов на карту кредит экспресс,микрозайм без процентов на карту кредит экспресс,микрозайм без процентов на карту кредит экспресс,722,751,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-procentov/,Займы на карту без процентов,commercial:compound,high,"onCard;noInterest;instant;microloan;loan",
рейтинг микрозаймов на карту онлайн choosingbestloan,рейтинг микрозаймов на карту онлайн choosingbestloan,рейтинг микрозаймов на карту онлайн choosingbestloan,721,755,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;rating;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрозаймы онлайн без процентов,микрозаймы онлайн без процентов,микрозаймы онлайн без процентов,719,1120,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/bez-procentov/,Займы без процентов,commercial,high,"online;noInterest;microloan;loan",
взять микрозайм на карту без отказа creditulka,взять микрозайм на карту без отказа creditulka,взять микрозайм на карту без отказа creditulka,719,338,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noRefusal;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
микрокредиты онлайн,микрокредиты онлайн,микрокредиты онлайн,718,989,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
микрокредит казахстан,микрокредит казахстан,микрокредит казахстан,716,831,LOW,LOW,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
взять кредит микрозайм,взять кредит микрозайм,взять кредит микрозайм,714,867,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
оформить микрозайм без отказа,оформить микрозайм без отказа,оформить микрозайм без отказа,713,889,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microloan;loan",Формулировку использовать аккуратно.
онлайн микрозайм,онлайн микрозайм,онлайн микрозайм,711,1059,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microloan;loan",
вивус личный кабинет войти,вивус личный кабинет войти,вивус личный кабинет войти,711,790,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги под залог птс низкий процент,деньги под залог птс низкий процент,деньги под залог птс низкий процент,710,885,HIGH,HIGH,zaim,zaim:AdditionalQueries,page,/zaimy/pod-zalog-pts/,Займы под залог ПТС,commercial,medium,collateralPts,
займы на карту 100 одобрение,займы на карту 100 одобрение,займы на карту 100 одобрение,709,799,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;loan",Формулировку 'без отказа' использовать аккуратно.
микрозайм до зарплаты на карту,микрозайм до зарплаты на карту,микрозайм до зарплаты на карту,709,746,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/do-zarplaty/,Займы до зарплаты,commercial,medium,"onCard;payday;microloan;loan",
микрозайм на карту без проверок t_me_top_zaim24,микрозайм на карту без проверок t_me_top_zaim24,микрозайм на карту без проверок t_me_top_zaim24,708,353,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"onCard;noChecks;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
взять микрокредит,взять микрокредит,взять микрокредит,706,1823,HIGH,HIGH,microcredit,microcredit:Queries,page,/mikrokredity/,Микрокредиты,commercial:review,medium,microcredit,Проверить: делать отдельной страницей или алиасом к займам/микрозаймам.
кредит микрозайм,кредит микрозайм,кредит микрозайм,705,1006,HIGH,HIGH,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
микрозайм на карту мгновенно,микрозайм на карту мгновенно,микрозайм на карту мгновенно,705,868,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/srochno-na-kartu/,Срочные займы на карту,commercial:compound,high,"onCard;instant;microloan;loan",
микрозайм круглосуточно без отказа,микрозайм круглосуточно без отказа,микрозайм круглосуточно без отказа,705,802,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;roundClock;microloan;loan",Формулировку использовать аккуратно.
займ срочно онлайн на карту без отказа,займ срочно онлайн на карту без отказа,займ срочно онлайн на карту без отказа,703,746,AVERAGE,AVERAGE,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;loan",Формулировку 'без отказа' использовать аккуратно.
кредит на карту большая сумма,кредит на карту большая сумма,кредит на карту большая сумма,701,494,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
где получить микрозайм,где получить микрозайм,где получить микрозайм,699,754,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
микрозайм на карту мгновенно без отказа взять займ онлайн,микрозайм на карту мгновенно без отказа взять займ онлайн,микрозайм на карту мгновенно без отказа взять займ онлайн,697,830,LOW,LOW,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:Queries",page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
топ лучших микрозаймов онлайн на карту choosingbestloan,топ лучших микрозаймов онлайн на карту choosingbestloan,топ лучших микрозаймов онлайн на карту choosingbestloan,697,723,LOW,LOW,microzaim,microzaim:Queries,noise,,,,exclude,"online;onCard;rating;microloan;loan","Технический/паразитный хвост: домен, Telegram, промокод или внешняя сущность."
где найти микрозайм,где найти микрозайм,где найти микрозайм,697,516,HIGH,HIGH,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
взять микрокредит онлайн,взять микрокредит онлайн,взять микрокредит онлайн,696,992,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microcredit",
микрозайм без фото,микрозайм без фото,микрозайм без фото,694,853,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/bez-foto/,Займы без фото,commercial,low,"noPhoto;microloan;loan",Спорная страница: проверить качество выдачи и легальность обещаний.
микрозайм взять онлайн займ,микрозайм взять онлайн займ,микрозайм взять онлайн займ,693,1104,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/online/,Займы онлайн,commercial,high,"online;microloan;loan",
займ микрозайм,займ микрозайм,займ микрозайм,692,818,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
займы с любой ки без отказа,займы с любой ки без отказа,займы с любой ки без отказа,691,950,LOW,LOW,microcredit,microcredit:AdditionalQueries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;loan",Формулировку использовать аккуратно.
первый микрозайм без процентов на карту,первый микрозайм без процентов на карту,первый микрозайм без процентов на карту,689,778,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/pervyy-bez-procentov-na-kartu/,Первый займ без процентов на карту,commercial:compound,high,"onCard;noInterest;firstFree;microloan;loan",
займ на карту круглосуточно мгновенно без отказа,займ на карту круглосуточно мгновенно без отказа,займ на карту круглосуточно мгновенно без отказа,689,724,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;instant;roundClock;loan",Формулировку 'без отказа' использовать аккуратно.
микрокредиты без отказа,микрокредиты без отказа,микрокредиты без отказа,686,787,AVERAGE,AVERAGE,microcredit,microcredit:Queries,page,/zaimy/bez-otkaza/,Займы без отказа,commercial,high,"noRefusal;microcredit",Формулировку использовать аккуратно.
микрозайм онлайн на карту без проверок без отказа,микрозайм онлайн на карту без проверок без отказа,микрозайм онлайн на карту без проверок без отказа,686,765,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"online;onCard;noRefusal;noChecks;microloan;loan","Нужна осторожная формулировка, без обещаний."
каталог микрозайм,каталог микрозайм,каталог микрозайм,685,579,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/,Займы и микрозаймы,commercial,high,"microloan;loan",
взять микрозайм на карту срочно онлайн,взять микрозайм на карту срочно онлайн,взять микрозайм на карту срочно онлайн,684,1114,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/srochno-na-kartu/,Срочные займы на карту,commercial:compound,high,"online;onCard;instant;microloan;loan",
микрозаймы на карту без отказа без проверки,микрозаймы на карту без отказа без проверки,микрозаймы на карту без отказа без проверки,684,749,LOW,LOW,zaim,zaim:AdditionalQueries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"onCard;noRefusal;noChecks;microloan;loan","Нужна осторожная формулировка, без обещаний."
микрозайм онлайн без отказа на карту,микрозайм онлайн без отказа на карту,микрозайм онлайн без отказа на карту,683,792,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
микрозайм онлайн на карту срочно без отказов,микрозайм онлайн на карту срочно без отказов,микрозайм онлайн на карту срочно без отказов,683,708,LOW,LOW,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;instant;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
микрозаймы через госуслуги на карту,микрозаймы через госуслуги на карту,микрозаймы через госуслуги на карту,683,572,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi-na-kartu/,Займы через Госуслуги на карту,commercial:compound,medium,"onCard;gosuslugi;microloan;loan",
zaim express,zaim express,zaim express,681,728,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять микрозайм на карту вам одобрено,взять микрозайм на карту вам одобрено,взять микрозайм на карту вам одобрено,679,688,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
займ на карту онлайн без отказа без проверки срочно,займ на карту онлайн без отказа без проверки срочно,займ на карту онлайн без отказа без проверки срочно,678,728,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza-bez-proverok-mgnovenno/,Займы на карту без отказа и проверок мгновенно,commercial:compound,high,"online;onCard;noRefusal;instant;noChecks;loan",Высокорисковая формулировка: нужна юридически мягкая подача.
микрозайм онлайн на карту срочно,микрозайм онлайн на карту срочно,микрозайм онлайн на карту срочно,674,809,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/srochno-na-kartu/,Срочные займы на карту,commercial:compound,high,"online;onCard;instant;microloan;loan",
займ на карту без отказа без фото паспорта,займ на карту без отказа без фото паспорта,займ на карту без отказа без фото паспорта,674,788,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"onCard;noRefusal;noDocs;passport;noPhoto;loan",Формулировку 'без отказа' использовать аккуратно.
взять микрозайм на карту без процентов,взять микрозайм на карту без процентов,взять микрозайм на карту без процентов,673,848,AVERAGE,AVERAGE,microzaim,microzaim:Queries,page,/zaimy/na-kartu-bez-procentov/,Займы на карту без процентов,commercial:compound,high,"onCard;noInterest;microloan;loan",
микрозайм онлайн на банковскую карту без отказа,микрозайм онлайн на банковскую карту без отказа,микрозайм онлайн на банковскую карту без отказа,671,1078,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:Queries;zaim:AdditionalQueries",page,/zaimy/na-kartu-bez-otkaza/,Займы на карту без отказа,commercial:compound,high,"online;onCard;noRefusal;microloan;loan",Формулировку 'без отказа' использовать аккуратно.
займ через госуслуги на карту с 18,займ через госуслуги на карту с 18,займ через госуслуги на карту с 18,669,675,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,page,/zaimy/cherez-gosuslugi-na-kartu/,Займы через Госуслуги на карту,commercial:compound,medium,"onCard;gosuslugi;loan;audience:18-plus",
займ онлайн на карту без отказа без проверки онлайн,займ онлайн на карту без отказа без проверки онлайн,займ онлайн на карту без отказа без проверки онлайн,667,707,LOW,LOW,microzaim,microzaim:AdditionalQueries,page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"online;onCard;noRefusal;noChecks;loan","Нужна осторожная формулировка, без обещаний."
займ на карту без проверок онлайн срочно,займ на карту без проверок онлайн срочно,займ на карту без проверок онлайн срочно,667,691,AVERAGE,AVERAGE,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",page,/zaimy/na-kartu-bez-proverok/,Займы на карту без проверок,commercial:compound,medium,"online;onCard;instant;noChecks;loan","Нужна осторожная формулировка, без обещаний."
микрозаймы на карту без отказа без проверки мгновенно,микрозаймы на карту без отказа без проверки мгновенно,микрозаймы на карту без отказа без проверки мгновенно,665,697,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,page,/zaimy/na-kartu-bez-otkaza-bez-proverok-mgnovenno/,Займы на карту без отказа и проверок мгновенно,commercial:compound,high,"onCard;noRefusal;instant;noChecks;microloan;loan",Высокорисковая формулировка: нужна юридически мягкая подача.
capitalina,capitalina,capitalina,664,1280,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
