query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
небус займы,небус займы,небус займы,159,358,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ онлайн на карту сбербанка срочно без отказа круглосуточно,займ онлайн на карту сбербанка срочно без отказа круглосуточно,займ онлайн на карту сбербанка срочно без отказа круглосуточно,159,122,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"online;onCard;noRefusal;instant;roundClock;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрозайм на озон карту,микрозайм на озон карту,микрозайм на озон карту,156,119,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"onCard;microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
оформить микрозайм онлайн на карту сбербанка,оформить микрозайм онлайн на карту сбербанка,оформить микрозайм онлайн на карту сбербанка,154,115,HIGH,HIGH,microzaim,microzaim:Queries,brand,,,,separate,"online;onCard;microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрозайм золотая корона,микрозайм золотая корона,микрозайм золотая корона,153,163,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
бесплатный займ на карту сбербанка,бесплатный займ на карту сбербанка,бесплатный займ на карту сбербанка,153,116,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"onCard;noInterest;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
быстрый займ через интернет на карту сбербанка,быстрый займ через интернет на карту сбербанка,быстрый займ через интернет на карту сбербанка,152,113,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"onCard;instant;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
мгновенный микрозайм на карту сбербанка,мгновенный микрозайм на карту сбербанка,мгновенный микрозайм на карту сбербанка,151,115,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"onCard;instant;microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
срочно взять микрозайм на карту сбербанка,срочно взять микрозайм на карту сбербанка,срочно взять микрозайм на карту сбербанка,147,112,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"onCard;instant;microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрозайм на карту сбербанка онлайн без процентов первый раз,микрозайм на карту сбербанка онлайн без процентов первый раз,микрозайм на карту сбербанка онлайн без процентов первый раз,141,281,LOW,LOW,microzaim,microzaim:Queries,brand,,,,separate,"online;onCard;noInterest;microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
юкки займер,юкки займер,юкки займер,138,164,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
небус микрозайм,небус микрозайм,небус микрозайм,137,274,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрозайм а деньги,микрозайм а деньги,микрозайм а деньги,137,195,AVERAGE,AVERAGE,microzaim,microzaim:Queries,brand,,,,separate,"microloan;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
быстроденьги займ официальный сайт,быстроденьги займ официальный сайт,быстроденьги займ официальный сайт,129,263,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"instant;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
кенго микрокредит,кенго микрокредит,кенго микрокредит,129,177,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
turbomoney микрокредит,turbomoney микрокредит,turbomoney микрокредит,128,263,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
freedom finance микрокредит онлайн,freedom finance микрокредит онлайн,freedom finance микрокредит онлайн,128,168,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
freedom finance микрокредит,freedom finance микрокредит,freedom finance микрокредит,128,167,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
быстроденьги займы,быстроденьги займы,быстроденьги займы,103,243,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"instant;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
небус мкк,небус мкк,небус мкк,94,157,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,brand,,,,separate,mfo,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит на карту срочно вебзайм,микрокредит на карту срочно вебзайм,микрокредит на карту срочно вебзайм,89,95,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;instant;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
koke kz микрокредит,koke kz микрокредит,koke kz микрокредит,86,130,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
юкизайм,юкизайм,юкизайм,77,172,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займер оплата,займер оплата,займер оплата,77,96,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
тенгебай займ микрокредит,тенгебай займ микрокредит,тенгебай займ микрокредит,76,285,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн на карту без отказа boostra,микрокредит онлайн на карту без отказа boostra,микрокредит онлайн на карту без отказа boostra,73,117,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;noRefusal;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
tez bol займ,tez bol займ,tez bol займ,72,94,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
фридом финанс мфо,фридом финанс мфо,фридом финанс мфо,71,148,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,brand,,,,separate,mfo,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит на карту через интернет не выходя из дома boostra,взять микрокредит на карту через интернет не выходя из дома boostra,взять микрокредит на карту через интернет не выходя из дома boostra,71,116,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
moneyman займ на карту,moneyman займ на карту,moneyman займ на карту,71,73,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,brand,,,,separate,"onCard;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
фридом финанс микрокредит,фридом финанс микрокредит,фридом финанс микрокредит,70,149,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты на карту за 5 минут без проверки кредитной истории boostra,микрокредиты на карту за 5 минут без проверки кредитной истории boostra,микрокредиты на карту за 5 минут без проверки кредитной истории boostra,68,112,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"onCard;badCredit;noChecks;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит boostra,микрокредит boostra,микрокредит boostra,68,107,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
акшамат микрокредит,акшамат микрокредит,акшамат микрокредит,65,79,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит золотая корона,микрокредит золотая корона,микрокредит золотая корона,64,32,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
честное слово микрокредит,честное слово микрокредит,честное слово микрокредит,62,67,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
solva микрокредит,solva микрокредит,solva микрокредит,60,100,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
hava микрокредит,hava микрокредит,hava микрокредит,57,72,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займер погашение займа,займер погашение займа,займер погашение займа,53,44,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
freedom finance credit микрокредиты онлайн,freedom finance credit микрокредиты онлайн,freedom finance credit микрокредиты онлайн,53,39,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит турбозайм,микрокредит турбозайм,микрокредит турбозайм,50,70,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты soberano,микрокредиты soberano,микрокредиты soberano,50,38,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит на карту через интернет не выходя из дома вебзайм,взять микрокредит на карту через интернет не выходя из дома вебзайм,взять микрокредит на карту через интернет не выходя из дома вебзайм,47,62,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит круглосуточно boostra,микрокредит круглосуточно boostra,микрокредит круглосуточно boostra,44,69,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"roundClock;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ на карту манимен,займ на карту манимен,займ на карту манимен,44,51,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,brand,,,,separate,"onCard;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
е капуста займер,е капуста займер,е капуста займер,42,48,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
фридом займ,фридом займ,фридом займ,41,71,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
koke микрокредит,koke микрокредит,koke микрокредит,38,56,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
хава кз микрокредит,хава кз микрокредит,хава кз микрокредит,38,46,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
тез бол займ микрокредит,тез бол займ микрокредит,тез бол займ микрокредит,36,47,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
сисилоун займ,сисилоун займ,сисилоун займ,36,37,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
срочно деньги мфо,срочно деньги мфо,срочно деньги мфо,35,55,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,"instant;mfo",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
tezbol займ,tezbol займ,tezbol займ,35,39,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
ccloan микрокредит,ccloan микрокредит,ccloan микрокредит,34,46,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ быстро деньги онлайн на карту,займ быстро деньги онлайн на карту,займ быстро деньги онлайн на карту,34,36,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,brand,,,,separate,"online;onCard;instant;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит займ манимен,микрокредит займ манимен,микрокредит займ манимен,34,36,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит онлайн на карту манимен,взять микрокредит онлайн на карту манимен,взять микрокредит онлайн на карту манимен,34,34,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
турбомани микрокредит,турбомани микрокредит,турбомани микрокредит,33,60,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
dengiclick микрокредит,dengiclick микрокредит,dengiclick микрокредит,33,44,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
солва микрокредит в казахстане,солва микрокредит в казахстане,солва микрокредит в казахстане,33,41,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн на банковскую карту манимен,микрокредит онлайн на банковскую карту манимен,микрокредит онлайн на банковскую карту манимен,33,33,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
мкк микро резерв,мкк микро резерв,мкк микро резерв,32,35,HIGH,HIGH,zaim,zaim:AdditionalQueries,brand,,,,separate,mfo,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты онлайн манимен,микрокредиты онлайн манимен,микрокредиты онлайн манимен,32,32,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
лучшие займеры,лучшие займеры,лучшие займеры,31,51,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,"rating;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ онлайн быстроденьги,займ онлайн быстроденьги,займ онлайн быстроденьги,31,42,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,brand,,,,separate,"online;instant;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн на карту манимен,микрокредит онлайн на карту манимен,микрокредит онлайн на карту манимен,31,33,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты онлайн на карту манимен,микрокредиты онлайн на карту манимен,микрокредиты онлайн на карту манимен,31,33,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит на карту манимен,взять микрокредит на карту манимен,взять микрокредит на карту манимен,31,32,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит на карту манимен,микрокредит на карту манимен,микрокредит на карту манимен,31,32,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
оформить микрокредит манимен,оформить микрокредит манимен,оформить микрокредит манимен,30,31,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
фридом микрокредит,фридом микрокредит,фридом микрокредит,29,36,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит на карту через интернет не выходя из дома манимен,взять микрокредит на карту через интернет не выходя из дома манимен,взять микрокредит на карту через интернет не выходя из дома манимен,29,30,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит манимен,микрокредит манимен,микрокредит манимен,29,29,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
hava kz микрокредит,hava kz микрокредит,hava kz микрокредит,28,33,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит займ на карту манимен,микрокредит займ на карту манимен,микрокредит займ на карту манимен,28,28,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты манимен,микрокредиты манимен,микрокредиты манимен,27,28,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн 24 7 boostra,микрокредит онлайн 24 7 boostra,микрокредит онлайн 24 7 boostra,26,35,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит манимен,взять микрокредит манимен,взять микрокредит манимен,26,26,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит mfo-zaim,микрокредит mfo-zaim,микрокредит mfo-zaim,26,15,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит по паспорту boostra,взять микрокредит по паспорту boostra,взять микрокредит по паспорту boostra,25,35,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"noDocs;passport;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займер микрокредит,займер микрокредит,займер микрокредит,24,106,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн манимен,микрокредит онлайн манимен,микрокредит онлайн манимен,24,25,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займ на сбербанк,займ на сбербанк,займ на сбербанк,22,31,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит без отказа mfo-zaim,микрокредит без отказа mfo-zaim,микрокредит без отказа mfo-zaim,21,13,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"noRefusal;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
коке микрокредит,коке микрокредит,коке микрокредит,20,23,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит через госуслуги манимен,микрокредит через госуслуги манимен,микрокредит через госуслуги манимен,20,20,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"gosuslugi;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн без отказа mfo-zaim,микрокредит онлайн без отказа mfo-zaim,микрокредит онлайн без отказа mfo-zaim,20,12,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"online;noRefusal;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн на карту без отказа mfo-zaim,микрокредит онлайн на карту без отказа mfo-zaim,микрокредит онлайн на карту без отказа mfo-zaim,20,12,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;onCard;noRefusal;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
займеры кз,займеры кз,займеры кз,19,29,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,loan,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит срочно без отказа mfo-zaim,микрокредит срочно без отказа mfo-zaim,микрокредит срочно без отказа mfo-zaim,19,12,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"noRefusal;instant;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит с просрочками и плохой кредитной историей турбозайм,микрокредит с просрочками и плохой кредитной историей турбозайм,микрокредит с просрочками и плохой кредитной историей турбозайм,18,21,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"badCredit;instant;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
акшамат займ онлайн,акшамат займ онлайн,акшамат займ онлайн,18,19,LOW,LOW,microcredit,microcredit:AdditionalQueries,brand,,,,separate,"online;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит быстроденьги,микрокредит быстроденьги,микрокредит быстроденьги,18,19,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"instant;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредиты mfo-zaim,микрокредиты mfo-zaim,микрокредиты mfo-zaim,18,11,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит moneyman,микрокредит moneyman,микрокредит moneyman,17,20,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
7payda микрокредит,7payda микрокредит,7payda микрокредит,17,18,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит до зарплаты манимен,микрокредит до зарплаты манимен,микрокредит до зарплаты манимен,17,18,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"payday;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн mfo-zaim,микрокредит онлайн mfo-zaim,микрокредит онлайн mfo-zaim,17,9,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит с плохой ки турбозайм,микрокредит с плохой ки турбозайм,микрокредит с плохой ки турбозайм,16,20,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"badCredit;microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
срочноденьги мфо,срочноденьги мфо,срочноденьги мфо,16,20,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,brand,,,,separate,"instant;mfo",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
tez bol займ микрокредит,tez bol займ микрокредит,tez bol займ микрокредит,16,19,AVERAGE,AVERAGE,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит быстро деньги,микрокредит быстро деньги,микрокредит быстро деньги,16,17,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"instant;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит на карту mfo-zaim,микрокредит на карту mfo-zaim,микрокредит на карту mfo-zaim,16,9,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит для граждан снг турбозайм,микрокредит для граждан снг турбозайм,микрокредит для граждан снг турбозайм,15,20,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"microcredit;loan",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит алматы онлайн definance,микрокредит алматы онлайн definance,микрокредит алматы онлайн definance,15,18,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit;city:almaty",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит онлайн definance,микрокредит онлайн definance,микрокредит онлайн definance,15,18,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,"online;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
микрокредит рк definance,микрокредит рк definance,микрокредит рк definance,15,18,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
получить микрокредит definance,получить микрокредит definance,получить микрокредит definance,15,18,LOW,LOW,microcredit,microcredit:Queries,brand,,,,separate,microcredit,Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
взять микрокредит на карту moneyman,взять микрокредит на карту moneyman,взять микрокредит на карту moneyman,15,17,HIGH,HIGH,microcredit,microcredit:Queries,brand,,,,separate,"onCard;microcredit",Брендовый запрос МФО/банка. Лучше держать отдельно от небрендовой коммерческой семантики.
