query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
ооо мкк экофинанс личный кабинет,ооо мкк экофинанс личный кабинет,ооо мкк экофинанс личный кабинет,19,20,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
займы войти через госуслуги,займы войти через госуслуги,займы войти через госуслуги,18,16,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"gosuslugi;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
привет сосед мфо личный кабинет,привет сосед мфо личный кабинет,привет сосед мфо личный кабинет,16,15,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
турбозайм лк вход,турбозайм лк вход,турбозайм лк вход,16,15,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мкк а деньги от альфа банка личный кабинет,мкк а деньги от альфа банка личный кабинет,мкк а деньги от альфа банка личный кабинет,15,12,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
госуслуги личный кабинет займ,госуслуги личный кабинет займ,госуслуги личный кабинет займ,14,13,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,"gosuslugi;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
екапуста личный кабинет займер,екапуста личный кабинет займер,екапуста личный кабинет займер,12,10,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
микрозайм 365 личный кабинет,микрозайм 365 личный кабинет,микрозайм 365 личный кабинет,11,14,LOW,LOW,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
нео кредит микрокредит личный кабинет,нео кредит микрокредит личный кабинет,нео кредит микрокредит личный кабинет,11,11,LOW,LOW,microcredit,microcredit:Queries,account,,,,exclude,microcredit,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
бзаем личный кабинет,бзаем личный кабинет,бзаем личный кабинет,11,10,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
экофинанс займ вход в личный кабинет,экофинанс займ вход в личный кабинет,экофинанс займ вход в личный кабинет,11,8,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
корона займ на карту личный кабинет,корона займ на карту личный кабинет,корона займ на карту личный кабинет,10,13,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,"onCard;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
микрокредит наличными definance,микрокредит наличными definance,микрокредит наличными definance,10,13,LOW,LOW,microcredit,microcredit:Queries,account,,,,exclude,"cash;microcredit","Навигационный/сервисный запрос, не посадочная коммерческая страница."
белые деньги мфо личный кабинет,белые деньги мфо личный кабинет,белые деньги мфо личный кабинет,10,10,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
вжбзайм личный кабинет,вжбзайм личный кабинет,вжбзайм личный кабинет,9,12,HIGH,HIGH,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
займер личный кабинет войти в личный войти,займер личный кабинет войти в личный войти,займер личный кабинет войти в личный войти,8,10,HIGH,HIGH,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
займер ру вход в личный,займер ру вход в личный,займер ру вход в личный,8,10,HIGH,HIGH,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
бостон займ личный кабинет,бостон займ личный кабинет,бостон займ личный кабинет,7,7,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
вкбзайм личный кабинет,вкбзайм личный кабинет,вкбзайм личный кабинет,7,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
займ честное слово личный,займ честное слово личный,займ честное слово личный,6,5,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
погасить займер,погасить займер,погасить займер,6,5,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мкк мега деньги личный кабинет,мкк мега деньги личный кабинет,мкк мега деньги личный кабинет,5,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
турбозайм личный кабинет личный кабинет,турбозайм личный кабинет личный кабинет,турбозайм личный кабинет личный кабинет,5,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
бустра мфо личный,бустра мфо личный,бустра мфо личный,5,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
веб займер вход в личный,веб займер вход в личный,веб займер вход в личный,5,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфк экофинанс официальный сайт личный кабинет,мфк экофинанс официальный сайт личный кабинет,мфк экофинанс официальный сайт личный кабинет,5,4,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
триумвират ооо мкк личный кабинет,триумвират ооо мкк личный кабинет,триумвират ооо мкк личный кабинет,5,4,LOW,LOW,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
как правильно погасить микрозайм и разорвать договор,как правильно погасить микрозайм и разорвать договор,как правильно погасить микрозайм и разорвать договор,5,3,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
езайм вход,езайм вход,езайм вход,4,5,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфо бустра личный,мфо бустра личный,мфо бустра личный,4,4,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
как погасить микрозаймы если нечем платить,как погасить микрозаймы если нечем платить,как погасить микрозаймы если нечем платить,3,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
личный кабинет займа быстроденьги,личный кабинет займа быстроденьги,личный кабинет займа быстроденьги,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,"instant;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
мкк кредитер вход в личный,мкк кредитер вход в личный,мкк кредитер вход в личный,3,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
небус займы личный кабинет,небус займы личный кабинет,небус займы личный кабинет,3,3,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
вейб займер личный,вейб займер личный,вейб займер личный,2,3,HIGH,HIGH,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
тезбол займ вход,тезбол займ вход,тезбол займ вход,2,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
микрозайм честное слово личный кабинет,микрозайм честное слово личный кабинет,микрозайм честное слово личный кабинет,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
мкк nebus личный кабинет,мкк nebus личный кабинет,мкк nebus личный кабинет,2,2,AVERAGE,AVERAGE,"microzaim;zaim","microzaim:AdditionalQueries;zaim:AdditionalQueries",account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
стратосфера займ личный кабинет мфо,стратосфера займ личный кабинет мфо,стратосфера займ личный кабинет мфо,2,2,LOW,LOW,microzaim,microzaim:AdditionalQueries,account,,,,exclude,"mfo;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
что делать если не можешь погасить микрозаймы,что делать если не можешь погасить микрозаймы,что делать если не можешь погасить микрозаймы,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфо привет сосед личный,мфо привет сосед личный,мфо привет сосед личный,2,1,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
hava займ личный кабинет,hava займ личный кабинет,hava займ личный кабинет,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфо быстроденьги личный,мфо быстроденьги личный,мфо быстроденьги личный,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,"instant;mfo","Навигационный/сервисный запрос, не посадочная коммерческая страница."
до зарплаты личный кабинет войти в личный номер телефона по номеру,до зарплаты личный кабинет войти в личный номер телефона по номеру,до зарплаты личный кабинет войти в личный номер телефона по номеру,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,account,,,,exclude,payday,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
езайм кабинет личный кабинет,езайм кабинет личный кабинет,езайм кабинет личный кабинет,1,1,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
как оплатить в займере без комиссии,как оплатить в займере без комиссии,как оплатить в займере без комиссии,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
как погасить долги в мфо,как погасить долги в мфо,как погасить долги в мфо,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
привет сосед личный кабинет микрозайм войти,привет сосед личный кабинет микрозайм войти,привет сосед личный кабинет микрозайм войти,1,1,LOW,LOW,zaim,zaim:AdditionalQueries,account,,,,exclude,"microloan;loan","Навигационный/сервисный запрос, не посадочная коммерческая страница."
турбомания личный кабинет займ,турбомания личный кабинет займ,турбомания личный кабинет займ,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,account,,,,exclude,loan,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфк быстро деньги личный кабинет,мфк быстро деньги личный кабинет,мфк быстро деньги личный кабинет,1,0,NO_DATA,NO_DATA,zaim,zaim:AdditionalQueries,account,,,,exclude,"instant;mfo","Навигационный/сервисный запрос, не посадочная коммерческая страница."
мфк экофинанс личный кабинет войти по номеру,мфк экофинанс личный кабинет войти по номеру,мфк экофинанс личный кабинет войти по номеру,1,0,NO_DATA,NO_DATA,microzaim,microzaim:AdditionalQueries,account,,,,exclude,mfo,"Навигационный/сервисный запрос, не посадочная коммерческая страница."
