query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
рефинансирование микрозаймов онлайн вам одобрено,рефинансирование микрозаймов онлайн вам одобрено,рефинансирование микрозаймов онлайн вам одобрено,214,216,HIGH,HIGH,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;noRefusal;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
список микрозаймов на карту,список микрозаймов на карту,список микрозаймов на карту,202,381,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
отзывы про микрозайм завтра,отзывы про микрозайм завтра,отзывы про микрозайм завтра,202,148,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм к зиме,отзывы про микрозайм к зиме,отзывы про микрозайм к зиме,201,145,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
микрозаймы топ лучших,микрозаймы топ лучших,микрозаймы топ лучших,200,265,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
отзывы про микрозайм сегодня,отзывы про микрозайм сегодня,отзывы про микрозайм сегодня,193,142,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
рейтинги микрозаймов,рейтинги микрозаймов,рейтинги микрозаймов,189,275,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
топ микрозаймов вам одобрено,топ микрозаймов вам одобрено,топ микрозаймов вам одобрено,187,189,LOW,LOW,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noRefusal;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрозаймов онлайн без отказа с просрочками дистанционно,рефинансирование микрозаймов онлайн без отказа с просрочками дистанционно,рефинансирование микрозаймов онлайн без отказа с просрочками дистанционно,187,153,HIGH,HIGH,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;noRefusal;badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
отзывы про микрозайм на выходных,отзывы про микрозайм на выходных,отзывы про микрозайм на выходных,184,143,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм ночью,отзывы про микрозайм ночью,отзывы про микрозайм ночью,184,143,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"roundClock;reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм весной,отзывы про микрозайм весной,отзывы про микрозайм весной,183,142,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм осенью,отзывы про микрозайм осенью,отзывы про микрозайм осенью,183,140,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм к лету,отзывы про микрозайм к лету,отзывы про микрозайм к лету,180,147,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм 2025,отзывы про микрозайм 2025,отзывы про микрозайм 2025,180,136,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм утром,отзывы про микрозайм утром,отзывы про микрозайм утром,180,136,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
отзывы про микрозайм днем,отзывы про микрозайм днем,отзывы про микрозайм днем,177,139,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
топ 100 микрозаймов,топ 100 микрозаймов,топ 100 микрозаймов,173,238,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
отзывы про микрозайм в 2024,отзывы про микрозайм в 2024,отзывы про микрозайм в 2024,171,140,LOW,LOW,microzaim,microzaim:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microloan;loan","UGC/support слой, не основной коммерческий листинг."
микрозайм лучшие компании,микрозайм лучшие компании,микрозайм лучшие компании,167,297,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
оформить рефинансирование микрозаймов,оформить рефинансирование микрозаймов,оформить рефинансирование микрозаймов,166,266,HIGH,HIGH,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
топ 10 микрозаймов,топ 10 микрозаймов,топ 10 микрозаймов,161,204,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займ рефинансирование микрозаймов,займ рефинансирование микрозаймов,займ рефинансирование микрозаймов,159,234,HIGH,HIGH,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рейтинг микрозаймов на карту онлайн,рейтинг микрозаймов на карту онлайн,рейтинг микрозаймов на карту онлайн,154,1125,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;onCard;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
калькулятор микрозайма онлайн,калькулятор микрозайма онлайн,калькулятор микрозайма онлайн,153,186,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/calculators/zaim/,Калькулятор займа,support,medium,"online;calculator;microloan;loan",Сервисная страница и перелинковка.
топ микрозаймов на карту,топ микрозаймов на карту,топ микрозаймов на карту,151,679,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозайм на расчетный счет,микрозайм на расчетный счет,микрозайм на расчетный счет,151,140,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;microloan;loan",Сервисная страница и перелинковка.
топ микрозаймов без процентов,топ микрозаймов без процентов,топ микрозаймов без процентов,150,383,LOW,LOW,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noInterest;rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрозаймов с плохой кредитной историей и просрочками,рефинансирование микрозаймов с плохой кредитной историей и просрочками,рефинансирование микрозаймов с плохой кредитной историей и просрочками,149,169,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов с плохой кредитной,рефинансирование микрозаймов с плохой кредитной,рефинансирование микрозаймов с плохой кредитной,148,163,AVERAGE,AVERAGE,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучшие микрокредиты,лучшие микрокредиты,лучшие микрокредиты,146,205,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирования микрозаймов онлайн срочно,рефинансирования микрозаймов онлайн срочно,рефинансирования микрозаймов онлайн срочно,146,116,HIGH,HIGH,microzaim,microzaim:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
микрозайм лучшие,микрозайм лучшие,микрозайм лучшие,135,169,LOW,LOW,microzaim,microzaim:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
займы онлайн рейтинг,займы онлайн рейтинг,займы онлайн рейтинг,115,1056,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие займы с плохой кредитной историей,лучшие займы с плохой кредитной историей,лучшие займы с плохой кредитной историей,114,118,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"badCredit;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
онлайн калькулятор микрозайма,онлайн калькулятор микрозайма,онлайн калькулятор микрозайма,101,118,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/calculators/zaim/,Калькулятор займа,support,medium,"online;calculator;microloan;loan",Сервисная страница и перелинковка.
рефинансировать мфо,рефинансировать мфо,рефинансировать мфо,99,136,HIGH,HIGH,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучший микрозайм,лучший микрозайм,лучший микрозайм,94,147,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование займов микрофинансовых организаций онлайн,рефинансирование займов микрофинансовых организаций онлайн,рефинансирование займов микрофинансовых организаций онлайн,93,118,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;refinance;mfo;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирования микрокредитов,рефинансирования микрокредитов,рефинансирования микрокредитов,93,79,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов с просрочками кто рефинансирует,рефинансирование микрозаймов с просрочками кто рефинансирует,рефинансирование микрозаймов с просрочками кто рефинансирует,87,115,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрокредитов вам одобрено,рефинансирование микрокредитов вам одобрено,рефинансирование микрокредитов вам одобрено,79,80,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
онлайн займы рейтинг,онлайн займы рейтинг,онлайн займы рейтинг,78,85,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
кредит на рефинансирование микрозаймов,кредит на рефинансирование микрозаймов,кредит на рефинансирование микрозаймов,76,102,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
банки которые рефинансируют микрозаймы,банки которые рефинансируют микрозаймы,банки которые рефинансируют микрозаймы,71,71,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
взять микрокредит на карту без подбора,взять микрокредит на карту без подбора,взять микрокредит на карту без подбора,69,81,LOW,LOW,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
список мфо где взять займ онлайн,список мфо где взять займ онлайн,список мфо где взять займ онлайн,67,78,LOW,LOW,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;mfo;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие займы казахстан,лучшие займы казахстан,лучшие займы казахстан,67,28,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирования микрокредитов с плохой кредитной историей и просрочками,рефинансирования микрокредитов с плохой кредитной историей и просрочками,рефинансирования микрокредитов с плохой кредитной историей и просрочками,58,63,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
займ на рефинансирование займов,займ на рефинансирование займов,займ на рефинансирование займов,58,53,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
список займов без процентов,список займов без процентов,список займов без процентов,57,116,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"noInterest;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозаймы с высоким рейтингом,микрозаймы с высоким рейтингом,микрозаймы с высоким рейтингом,55,87,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрокредитов мфо,рефинансирование микрокредитов мфо,рефинансирование микрокредитов мфо,55,58,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирования микрокредитов с плохой кредитной историей,рефинансирования микрокредитов с плохой кредитной историей,рефинансирования микрокредитов с плохой кредитной историей,54,56,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
как сделать рефинансирование микрозаймов,как сделать рефинансирование микрозаймов,как сделать рефинансирование микрозаймов,53,69,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов в мфо,рефинансирование микрозаймов в мфо,рефинансирование микрозаймов в мфо,49,53,HIGH,HIGH,zaim,zaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;mfo;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование долгов в мфо с просрочкой,рефинансирование долгов в мфо с просрочкой,рефинансирование долгов в мфо с просрочкой,46,48,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрокредитов онлайн,рефинансирование микрокредитов онлайн,рефинансирование микрокредитов онлайн,45,44,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирование микрозаймов с плохой кредитной историей без отказа,рефинансирование микрозаймов с плохой кредитной историей без отказа,рефинансирование микрозаймов с плохой кредитной историей без отказа,41,26,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;badCredit;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
подбор займа на карту,подбор займа на карту,подбор займа на карту,38,84,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрокредит калькулятор,микрокредит калькулятор,микрокредит калькулятор,38,32,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;microcredit",Сервисная страница и перелинковка.
рефинансирование микрокредитов с плохой кредитной историей и просрочками,рефинансирование микрокредитов с плохой кредитной историей и просрочками,рефинансирование микрокредитов с плохой кредитной историей и просрочками,37,58,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
микрокредит список,микрокредит список,микрокредит список,35,38,LOW,LOW,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
топ микрокредитов,топ микрокредитов,топ микрокредитов,35,36,LOW,LOW,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
онлайн рефинансирование займов,онлайн рефинансирование займов,онлайн рефинансирование займов,32,40,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"online;refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансировать займы с плохой кредитной историей,рефинансировать займы с плохой кредитной историей,рефинансировать займы с плохой кредитной историей,31,64,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
микрокредиты где взять денег если нигде не дают отзывы,микрокредиты где взять денег если нигде не дают отзывы,микрокредиты где взять денег если нигде не дают отзывы,29,34,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/reviews/mfo/,Отзывы о МФО,support,medium,"reviews;microcredit","UGC/support слой, не основной коммерческий листинг."
рефинансирование микрозаймы,рефинансирование микрозаймы,рефинансирование микрозаймы,29,27,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
калькулятор мфо,калькулятор мфо,калькулятор мфо,28,49,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;mfo",Сервисная страница и перелинковка.
как рефинансировать микрозаймы в один кредит в банке,как рефинансировать микрозаймы в один кредит в банке,как рефинансировать микрозаймы в один кредит в банке,28,23,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
новые мфо список,новые мфо список,новые мфо список,27,51,LOW,LOW,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"newLoans;rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
займ самый лучший,займ самый лучший,займ самый лучший,27,30,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
микрокредит рейтинг,микрокредит рейтинг,микрокредит рейтинг,25,85,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие компании микрозаймов,лучшие компании микрозаймов,лучшие компании микрозаймов,25,30,LOW,LOW,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование кредитных карт и микрозаймов,рефинансирование кредитных карт и микрозаймов,рефинансирование кредитных карт и микрозаймов,25,26,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучшие микрокредиты на карту,лучшие микрокредиты на карту,лучшие микрокредиты на карту,24,821,AVERAGE,AVERAGE,"microcredit;zaim","microcredit:Queries;zaim:AdditionalQueries",support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"onCard;rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие микрокредиты казахстан,лучшие микрокредиты казахстан,лучшие микрокредиты казахстан,24,27,LOW,LOW,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование всех займов,рефинансирование всех займов,рефинансирование всех займов,21,18,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
топ лучших займов онлайн,топ лучших займов онлайн,топ лучших займов онлайн,20,23,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
лучшие микрокредиты credits,лучшие микрокредиты credits,лучшие микрокредиты credits,19,20,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
рейтинг лучших займов,рейтинг лучших займов,рейтинг лучших займов,16,18,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрокредитов вамодобрено,рефинансирование микрокредитов вамодобрено,рефинансирование микрокредитов вамодобрено,16,18,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"noRefusal;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирования микрокредитов с плохой кредитной,рефинансирования микрокредитов с плохой кредитной,рефинансирования микрокредитов с плохой кредитной,15,9,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
лучший микрокредит онлайн,лучший микрокредит онлайн,лучший микрокредит онлайн,14,32,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"online;rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
микрозайм какой лучше,микрозайм какой лучше,микрозайм какой лучше,14,20,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microloan;loan",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование микрозаймов с просрочками без отказа на карту срочно плохой кредитной историей,рефинансирование микрозаймов с просрочками без отказа на карту срочно плохой кредитной историей,рефинансирование микрозаймов с просрочками без отказа на карту срочно плохой кредитной историей,14,10,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"onCard;noRefusal;badCredit;instant;refinance;microloan;loan","Спорный, но отдельный спрос. Нужна продуктовая проверка."
где лучше взять микрокредит,где лучше взять микрокредит,где лучше взять микрокредит,13,17,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
все микрофинансы список,все микрофинансы список,все микрофинансы список,13,11,LOW,LOW,microzaim,microzaim:AdditionalQueries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;mfo",Коммерческо-support листинг: рейтинг/топ/подбор.
рефинансирование мфо с просрочками с плохой,рефинансирование мфо с просрочками с плохой,рефинансирование мфо с просрочками с плохой,13,7,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"badCredit;instant;refinance;mfo","Спорный, но отдельный спрос. Нужна продуктовая проверка."
рефинансирования микрокредитов рефинансирование всех,рефинансирования микрокредитов рефинансирование всех,рефинансирования микрокредитов рефинансирование всех,12,11,HIGH,HIGH,microcredit,microcredit:Queries,support,/zaimy/refinansirovanie-mikrozaymov/,Рефинансирование микрозаймов,support,medium,"refinance;microcredit","Спорный, но отдельный спрос. Нужна продуктовая проверка."
микрокредиты список,микрокредиты список,микрокредиты список,11,14,AVERAGE,AVERAGE,microcredit,microcredit:Queries,support,/zaimy/top/,Лучшие займы и рейтинг МФО,support,high,"rating;microcredit",Коммерческо-support листинг: рейтинг/топ/подбор.
кредитный калькулятор мфо,кредитный калькулятор мфо,кредитный калькулятор мфо,11,12,AVERAGE,AVERAGE,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",support,/calculators/zaim/,Калькулятор займа,support,medium,"calculator;mfo",Сервисная страница и перелинковка.
