query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
cashiro личный кабинет,cashiro личный кабинет,cashiro личный кабинет,36,57,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
грани мани,грани мани,грани мани,36,55,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ооо небус личный кабинет,ооо небус личный кабинет,ооо небус личный кабинет,36,38,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
drugzaim,drugzaim,drugzaim,35,42,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кэш ту б личный кабинет,кэш ту б личный кабинет,кэш ту б личный кабинет,34,48,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстроденьги вход в личный,быстроденьги вход в личный,быстроденьги вход в личный,34,41,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
личный кабинет финтерс,личный кабинет финтерс,личный кабинет финтерс,34,35,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
altyn koin,altyn koin,altyn koin,33,40,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
аденьга личный кабинет,аденьга личный кабинет,аденьга личный кабинет,33,34,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
boom zaim,boom zaim,boom zaim,33,33,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро деньги на карту без отказа онлайн,быстро деньги на карту без отказа онлайн,быстро деньги на карту без отказа онлайн,32,60,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant",Неочевидная релевантность к займам.
можно ли взять кредит на госуслугах,можно ли взять кредит на госуслугах,можно ли взять кредит на госуслугах,32,55,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,gosuslugi,Неочевидная релевантность к займам.
zaymexpress,zaymexpress,zaymexpress,32,36,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
finters личный кабинет войти,finters личный кабинет войти,finters личный кабинет войти,32,32,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
boostro,boostro,boostro,31,52,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
григ мани,григ мани,григ мани,31,38,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
хурма кредит номер,хурма кредит номер,хурма кредит номер,30,53,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ecozaim личный кабинет,ecozaim личный кабинет,ecozaim личный кабинет,30,32,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
денежная крепость личный,денежная крепость личный,денежная крепость личный,30,29,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
эд рф личный кабинет,эд рф личный кабинет,эд рф личный кабинет,30,26,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
yfljltytu,yfljltytu,yfljltytu,29,32,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бастай,бастай,бастай,28,52,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финтресс,финтресс,финтресс,28,35,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
солва кз кредит онлайн,солва кз кредит онлайн,солва кз кредит онлайн,28,33,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
zaim экспресс,zaim экспресс,zaim экспресс,28,23,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
денбга,денбга,денбга,27,47,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaimzaim,zaimzaim,zaimzaim,27,41,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстрые кредиты онлайн,быстрые кредиты онлайн,быстрые кредиты онлайн,27,40,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;instant",Неочевидная релевантность к займам.
экофинанс личный,экофинанс личный,экофинанс личный,27,34,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
доброзацм,доброзацм,доброзацм,26,101,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мани мее,мани мее,мани мее,26,53,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
sms finans,sms finans,sms finans,26,51,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
джойсани,джойсани,джойсани,25,55,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
hava kz личный кабинет,hava kz личный кабинет,hava kz личный кабинет,25,29,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
экспресденьги,экспресденьги,экспресденьги,25,28,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
altynkoin,altynkoin,altynkoin,25,28,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mikrokreditbank kredit olish,mikrokreditbank kredit olish,mikrokreditbank kredit olish,25,26,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
sky zaim личный кабинет,sky zaim личный кабинет,sky zaim личный кабинет,25,25,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит онлайн через госуслуги на карту,кредит онлайн через госуслуги на карту,кредит онлайн через госуслуги на карту,25,22,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;gosuslugi",Неочевидная релевантность к займам.
robo zaimer,robo zaimer,robo zaimer,24,253,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
доброзвйм,доброзвйм,доброзвйм,24,65,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
получить на карту деньги,получить на карту деньги,получить на карту деньги,24,39,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
turbomoney kz,turbomoney kz,turbomoney kz,24,34,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
vse zaim,vse zaim,vse zaim,24,26,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
честное слова,честное слова,честное слова,24,25,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
bistro dengi,bistro dengi,bistro dengi,23,43,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
моне ма,моне ма,моне ма,23,39,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги ок почта,деньги ок почта,деньги ок почта,23,27,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
допулучкино,допулучкино,допулучкино,23,26,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги с плохой кредитной историей и просрочками срочно на карту без отказа,деньги с плохой кредитной историей и просрочками срочно на карту без отказа,деньги с плохой кредитной историей и просрочками срочно на карту без отказа,23,23,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
гк целевые финансы личный кабинет,гк целевые финансы личный кабинет,гк целевые финансы личный кабинет,23,20,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит фридом,кредит фридом,кредит фридом,22,26,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мега деньги соль минор,мега деньги соль минор,мега деньги соль минор,22,23,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочно денег,срочно денег,срочно денег,21,77,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
деньги без отказа с плохой кредитной историей и просрочками,деньги без отказа с плохой кредитной историей и просрочками,деньги без отказа с плохой кредитной историей и просрочками,21,29,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"noRefusal;badCredit;instant",Неочевидная релевантность к займам.
втвус,втвус,втвус,21,28,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
турбомани кз,турбомани кз,турбомани кз,21,28,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
вход в личный кабинет небус,вход в личный кабинет небус,вход в личный кабинет небус,21,27,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
лайк 67,лайк 67,лайк 67,21,21,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim ru,zaim ru,zaim ru,20,49,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
е капуста сайт,е капуста сайт,е капуста сайт,20,38,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит на кошелек киви,кредит на кошелек киви,кредит на кошелек киви,20,34,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,wallet,Неочевидная релевантность к займам.
moneza лк,moneza лк,moneza лк,20,25,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
экспрессденьги рф,экспрессденьги рф,экспрессденьги рф,20,22,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
кредит мобайл,кредит мобайл,кредит мобайл,20,20,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ооо пко рсв официальный сайт,ооо пко рсв официальный сайт,ооо пко рсв официальный сайт,20,17,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim онлайн на карту,zaim онлайн на карту,zaim онлайн на карту,19,42,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;onCard",Неочевидная релевантность к займам.
фридум кредит,фридум кредит,фридум кредит,19,31,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро деньги личный кабинет вход по номеру,быстро деньги личный кабинет вход по номеру,быстро деньги личный кабинет вход по номеру,19,28,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
взять кредит без паспорта на карту онлайн,взять кредит без паспорта на карту онлайн,взять кредит без паспорта на карту онлайн,19,26,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noDocs;passport;noPassport",Неочевидная релевантность к займам.
мани мейн,мани мейн,мани мейн,19,25,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мега деньги официальный сайт,мега деньги официальный сайт,мега деньги официальный сайт,19,21,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
солва кредит онлайн заявка,солва кредит онлайн заявка,солва кредит онлайн заявка,19,18,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
ljpfhgkfns,ljpfhgkfns,ljpfhgkfns,18,29,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит ер,кредит ер,кредит ер,18,21,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
моментальный кредит онлайн на карту без отказа,моментальный кредит онлайн на карту без отказа,моментальный кредит онлайн на карту без отказа,18,21,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant",Неочевидная релевантность к займам.
сб финансы,сб финансы,сб финансы,18,19,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит яндекс,взять кредит яндекс,взять кредит яндекс,17,27,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финтерз личный кабинет,финтерз личный кабинет,финтерз личный кабинет,17,22,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
как взять кредит быстрые деньги,как взять кредит быстрые деньги,как взять кредит быстрые деньги,17,19,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
zaem express,zaem express,zaem express,17,18,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кашира личный кабинет,кашира личный кабинет,кашира личный кабинет,17,16,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
freedom finance credit,freedom finance credit,freedom finance credit,17,16,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тенгода,тенгода,тенгода,16,19,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
гк 807,гк 807,гк 807,16,18,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
дополучкина,дополучкина,дополучкина,16,18,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
вход в аденьги,вход в аденьги,вход в аденьги,16,17,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги на карту быстро без отказа,деньги на карту быстро без отказа,деньги на карту быстро без отказа,16,17,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;instant",Неочевидная релевантность к займам.
а деньги сразу личный кабинет,а деньги сразу личный кабинет,а деньги сразу личный кабинет,16,16,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит под материнский капитал наличными,кредит под материнский капитал наличными,кредит под материнский капитал наличными,16,8,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,cash,Неочевидная релевантность к займам.
kviku ru,kviku ru,kviku ru,15,54,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит 366,кредит 366,кредит 366,15,31,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредитнр,кредитнр,кредитнр,15,20,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги ok,деньги ok,деньги ok,15,17,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит онлайн с плохой историей без отказа,кредит онлайн с плохой историей без отказа,кредит онлайн с плохой историей без отказа,15,16,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;noRefusal;badCredit",Неочевидная релевантность к займам.
кредит на карту онлайн без отказа срочно,кредит на карту онлайн без отказа срочно,кредит на карту онлайн без отказа срочно,15,13,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant",Неочевидная релевантность к займам.
кредит экофинанс,кредит экофинанс,кредит экофинанс,15,12,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро дкньги,быстро дкньги,быстро дкньги,14,33,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
denga ru,denga ru,denga ru,14,23,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
дозаплати,дозаплати,дозаплати,14,19,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
fintets,fintets,fintets,14,19,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит фридом банк,кредит фридом банк,кредит фридом банк,14,17,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
а деньги взять кредит,а деньги взять кредит,а деньги взять кредит,14,15,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
э капуста личный кабинет,э капуста личный кабинет,э капуста личный кабинет,14,14,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
вход в личный кабинет быстро деньги войти по номеру,вход в личный кабинет быстро деньги войти по номеру,вход в личный кабинет быстро деньги войти по номеру,14,11,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
е капцста,е капцста,е капцста,13,22,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бостра вход,бостра вход,бостра вход,13,21,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
да давака,да давака,да давака,13,19,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кешь тую,кешь тую,кешь тую,13,18,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сросноденьги,сросноденьги,сросноденьги,13,18,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
hava finance,hava finance,hava finance,13,16,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
хава кредит,хава кредит,хава кредит,13,15,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
капталина,капталина,капталина,12,13,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочно деньги без отказа на карту,срочно деньги без отказа на карту,срочно деньги без отказа на карту,12,12,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;instant",Неочевидная релевантность к займам.
timezaim kz,timezaim kz,timezaim kz,12,12,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
солво кредит отправить заявку на кредит,солво кредит отправить заявку на кредит,солво кредит отправить заявку на кредит,12,7,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тенгеда личный кабинет,тенгеда личный кабинет,тенгеда личный кабинет,11,27,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
коедитплюс,коедитплюс,коедитплюс,11,25,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит на левый паспорт,взять кредит на левый паспорт,взять кредит на левый паспорт,11,20,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"noDocs;passport",Неочевидная релевантность к займам.
freedom zaim,freedom zaim,freedom zaim,11,16,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
гк рф 807,гк рф 807,гк рф 807,11,12,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
целфинанс,целфинанс,целфинанс,11,12,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
konga zaim,konga zaim,konga zaim,11,12,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
вувис личный кабинет,вувис личный кабинет,вувис личный кабинет,11,10,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
скачать скб финанс приложение,скачать скб финанс приложение,скачать скб финанс приложение,11,6,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит на озон банке онлайн заявка,взять кредит на озон банке онлайн заявка,взять кредит на озон банке онлайн заявка,10,44,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
быстроден,быстроден,быстроден,10,19,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
ванкликиани,ванкликиани,ванкликиани,10,15,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
корона кредит взять на карту,корона кредит взять на карту,корона кредит взять на карту,10,13,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
one credit личный кабинет войти,one credit личный кабинет войти,one credit личный кабинет войти,10,13,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
озон банк оформить кредит,озон банк оформить кредит,озон банк оформить кредит,10,12,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
хава кз личный кабинет,хава кз личный кабинет,хава кз личный кабинет,10,12,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
tezbol личный кабинет,tezbol личный кабинет,tezbol личный кабинет,10,11,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где срочно взять деньги без отказа без проверки мгновенно рсб,где срочно взять деньги без отказа без проверки мгновенно рсб,где срочно взять деньги без отказа без проверки мгновенно рсб,10,10,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,"noRefusal;instant;noChecks",Неочевидная релевантность к займам.
буни мани личный кабинет,буни мани личный кабинет,буни мани личный кабинет,10,9,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
креди 7 личный кабинет,креди 7 личный кабинет,креди 7 личный кабинет,10,9,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
где можно взять деньги с просрочками,где можно взять деньги с просрочками,где можно взять деньги с просрочками,10,8,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"badCredit;instant",Неочевидная релевантность к займам.
взять кредит с плохой кредитной историей и просрочками на карту срочно онлайн без отказа и проверок,взять кредит с плохой кредитной историей и просрочками на карту срочно онлайн без отказа и проверок,взять кредит с плохой кредитной историей и просрочками на карту срочно онлайн без отказа и проверок,10,7,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
солва онлайн кредит,солва онлайн кредит,солва онлайн кредит,10,7,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
деньги на карту с плохой кредитной историей и просрочками без отказа,деньги на карту с плохой кредитной историей и просрочками без отказа,деньги на карту с плохой кредитной историей и просрочками без отказа,10,6,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
срочноденьги ру,срочноденьги ру,срочноденьги ру,9,35,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
zaymer ru вход,zaymer ru вход,zaymer ru вход,9,34,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
smszaem,smszaem,smszaem,9,22,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
онлайн кредит узбекистан на карту,онлайн кредит узбекистан на карту,онлайн кредит узбекистан на карту,9,19,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard",Неочевидная релевантность к займам.
быстро дееьги,быстро дееьги,быстро дееьги,9,17,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
кредит на карту без паспорта и номера телефона,кредит на карту без паспорта и номера телефона,кредит на карту без паспорта и номера телефона,9,16,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noDocs;passport;noPassport",Неочевидная релевантность к займам.
турбозпцм,турбозпцм,турбозпцм,9,16,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
целевой финанс,целевой финанс,целевой финанс,9,13,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
привет сосед щайм,привет сосед щайм,привет сосед щайм,9,12,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
небус сайт,небус сайт,небус сайт,9,11,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
боостоа,боостоа,боостоа,9,10,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги без процентов на карту взять,деньги без процентов на карту взять,деньги без процентов на карту взять,9,9,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noInterest",Неочевидная релевантность к займам.
